Localidad,id_Localidad
Palo Labrado,2602
Palo Negro,2603
Palo Santo,2604
Palo Seco,2605
Palos Blancos,2606
Palpalá (Est. Gral. Manuel N. Savio),2607
Pampa Almirón,2608
Pampa Blanca,2609
Pampa Del Tamboreo,2610
Pampa Grande,2611
Pampa Landriel,2612
Pampa Vieja,2613
Pampa de los Guanacos,2614
Pampa del Indio,2615
Pampa del Infierno,2616
Pampayasta Norte,2617
Pampayasta Sur,2618
Pampichuela,2619
Panaholma,2620
Panambi Kilómetro 15,2621
Panambí,2622
Panambí Kilómetro 8,2623
Panquehua,2624
Papagayos,2625
Parada Acuña,2626
Parada Labougle,2627
Parada Orlando,2628
Parada Pucheta,2629
Parada Robles - Pavón,2630
Paraje 29,2631
Paraje Chaco Chico,2632
Paraje La Agraria,2633
Paraje La Costa,2634
Paraje La Ruta,2635
Paraje La Virgen,2636
Paraje San Manuel,2637
Paraná,2638
Parapetí,2639
Paraíso,2640
Pardo,2641
Pareditas,2642
Parera,2643
Parque Calmayo,2644
Pascanas,2645
Pasco,2646
Pasman,2647
Paso Aguerre,2648
Paso Córdova,2649
Paso Del Rey,2650
Paso Flores,2651
Paso Grande,2652
Paso Viejo,2653
Paso de Indios,2654
Paso de la Laguna,2655
Paso de la Patria,2656
Paso de los Libres,2657
Paso del Durazno,2658
Paso del Sapo,2659
Pasteur,2660
Pastor Britos,2661
Pastos Chicos,2662
Patay,2663
Patquía,2664
Patricios,2665
Paula,2666
Paulina,2667
Pavón,2668
Pavón Arriba,2669
Payogasta,2670
Pearson,2671
Pedernal,2672
Pedernales,2673
Pedro Gómez Cello,2674
Pedro Luro,2675
Pedro R. Fernández (Est. Manuel F. Mantilla),2676
Pehuajó,2677
Pellegrini,2678
Península Ruca Co,2679
Perdriel,2680
Pereyra,2681
Pergamino,2682
Perico,2683
Perito Moreno,2684
Perugorría,2685
Perú,2686
Peyrano,2687
Peñas Blancas,2688
Phillips,2689
Piamonte,2690
Pichanal,2691
Pichi Huinca,2692
Pichi Mahuida,2693
Pichincha,2694
Pico Truncado,2695
Picún Leufú,2696
Pie de Palo,2697
Piedra del Águila,2698
Piedrabuena,2699
Piedras Blancas,2700
Piedritas,2701
Pieres,2702
Pigüé,2703
Pila,2704
Pila Pardo,2705
Pilar,2706
Pilcaniyeu,2707
Pilquiniyeu,2708
Pilquiniyeu del Limay,2709
Pinamar,2710
Pinchas,2711
Pincén,2712
Pindapoy,2713
Pineyro,2714
Pinzón,2715
Pipinas,2716
Piquete Cabado,2717
Piquillín,2718
Piquirenda,2719
Pirané,2720
Piray Kilómetro 18,2721
Pirovano,2722
Pismanta,2723
Pituil,2724
Piñalito Norte,2725
Piñalito Sur,2726
Piñero (Est. Erasto),2727
Pla,2728
Planta De Sandia,2729
Playa Dorada,2730
Playa Magagna,2731
Playa Unión,2732
Playas Doradas,2733
Plaza Clucellas,2734
Plaza Huincul,2735
Plaza Luxardo,2736
Plaza Matilde,2737
Plaza Saguier,2738
Plaza San Francisco,2739
Plaza Vieja,2740
Plaza de Mercedes,2741
Plomer,2742
Plottier,2743
Pluma de Pato,2744
Plátanos,2745
Poblet,2746
Pobre Diablo,2747
Polco,2748
Polcos,2749
Polvaredas,2750
Pomancillo Este,2751
Pomancillo Oeste,2752
Pomona,2753
Pomán,2754
Pontaut,2755
Pontevedra,2756
Portezuelo,2757
Porteña,2758
Portón Negro,2759
Porvenir,2760
Posada de los Lagos,2761
Posadas,2762
Posadas (Extensión),2763
Poscaya,2764
Posta Cambio Zalazar,2765
Potrerillo,2766
Potrerillos,2767
Potrero de Garay,2768
Potrero de los Funes,2769
Pozo Betbeder,2770
Pozo Borrado,2771
Pozo Cavado,2772
Pozo Del Carril,2773
Pozo Del Mistol,2774
Pozo Del Molle,2775
Pozo Del Tala,2776
Pozo Hondo,2777
Pozo Nuevo,2778
Pozo Salado,2779
Pozo de Maza,2780
Pozo de los Indios,2781
Pozo del Molle,2782
Pozo del Mortero,2783
Pozo del Tigre,2784
Pozuelos,2785
Prahuaniyeu,2786
Presa El Tunal,2787
Presidencia Roca,2788
Presidencia Roque Sáenz Peña,2789
Presidencia de la Plaza,2790
Presidente Derqui,2791
Presidente Roca,2792
Presidente Sarmiento,2793
Profesor Salvador Mazza,2794
Profundidad,2795
Progreso,2796
Pronunciamiento,2797
Providencia,2798
Pueblo Andino,2799
Pueblo Arrúa (Est. Alcaraz),2800
Pueblo Bellocq (Est. Las Garzas),2801
Pueblo Brugo,2802
Pueblo Cazes,2803
Pueblo Comechingones,2804
Pueblo Doyle,2805
Pueblo Esther,2806
Pueblo General Belgrano,2807
Pueblo General San Martín,2808
Pueblo Gouin,2809
Pueblo Illia,2810
Pueblo Independencia,2811
Pueblo Italiano,2812
Pueblo Ledesma,2813
Pueblo Libertador,2814
Pueblo Liebig's,2815
Pueblo Marini,2816
Pueblo Moreno,2817
Pueblo Muñoz (Est. Bernard),2818
Pueblo Nuevo,2819
Pueblo Pablo Torelo (Est. Otumpa),2820
Pueblo San Jorge,2821
Pueblo Santa Lucía,2822
Pueblo Uranga,2823
Pueblo Viejo,2824
Puelches,2825
Puelén,2826
Puente Cero,2827
Puente Lavayén,2828
Puente de Hierro,2829
Puente del Inca,2830
Puerta Colorada,2831
Puerta de Colorados,2832
Puerta de Corral Quemado,2833
Puerta de San José,2834
Puerto Andresito,2835
Puerto Aragón,2836
Puerto Arroyo Seco,2837
Puerto Bermejo Nuevo,2838
Puerto Bermejo Viejo,2839
Puerto Deseado,2840
Puerto Eva Perón,2841
Puerto General San Martín,2842
Puerto Iguazú,2843
Puerto Las Cuevas,2844
Puerto Lavalle,2845
Puerto Leoni,2846
Puerto Mado,2847
Puerto Madryn,2848
Puerto Paraná,2849
Puerto Pilcomayo,2850
Puerto Pinares,2851
Puerto Piray,2852
Puerto Pirámide,2853
Puerto Reconquista,2854
Puerto Rico,2855
Puerto Ruiz,2856
Puerto San Antonio Este,2857
Puerto San Julián,2858
Puerto Santa Ana,2859
Puerto Santa Cruz,2860
Puerto Tirol,2861
Puerto Vilelas,2862
Puerto Yeruá,2863
Puesto Sey,2864
Puesto Viejo,2865
Puesto de Castro,2866
Puesto de San Antonio,2867
Puesto del Marquéz,2868
Pujato,2869
Pumahuasi,2870
Punta Alta (Est Almirante Solier),2871
Punta Colorada,2872
Punta De La Loma,2873
Punta Indio,2874
Punta Lara,2875
Punta Mogotes,2876
Punta de Balasto,2877
Punta de Vacas,2878
Punta de los Llanos,2879
Punta del Agua,2880
Punta del Médano,2881
Purmamarca,2882
Puán,2883
Pérez,2884
Pérez Millán,2885
Quebracho Herrado,2886
Quebracho Ladeado,2887
Quebrada de Luna,2888
Quebrada de los Pozos,2889
Quebraleña,2890
Quehué,2891
Quemú Quemú,2892
Quenumá,2893
Quera,2894
Quetrequén,2895
Quili Malal,2896
Quilino,2897
Quilmes,2898
Quilmes Oeste,2899
Quimilí,2900
Quines,2901
Quinta El Mirador,2902
Quinto Cuartel,2903
Quirós,2904
Quitilipi,2905
RECOLETA,2906
RETIRO,2907
RINCON NORTE,2908
RODEO DE LA CRUZ,2909
Rada Tilly,2910
Rafael Calzada,2911
Rafael Castillo,2912
Rafael García,2913
Rafael Obligado,2914
Rafaela,2915
Rama Caída,2916
Ramada Paso,2917
Ramallo,2918
Ramayón,2919
Ramblones,2920
Ramon M. Castro,2921
Ramona,2922
Ramos Mejía,2923
Ramos Otero,2924
Ramírez de Velazco,2925
Ramón Biaus,2926
Ramón J. Cárcano,2927
Ramón Santamarina,2928
Rancagua,2929
Ranchillos,2930
Ranchos,2931
Rancul,2932
Ranelagh,2933
Ranqueles,2934
Rapelli,2935
Rauch,2936
Rawson,2937
Rayo Cortado,2938
Real Sayana,2939
Real del Padre,2940
Realicó,2941
Recalde,2942
Recaredo,2943
Reconquista,2944
Recreo,2945
Reducción de Abajo,2946
Relmo,2947
Remedios De Escalada,2948
Remedios Escalada De San Martin,2949
Renca,2950
Represa Del Carmen,2951
Reserva Area Protegida El Doradillo,2952
Resistencia,2953
Reta,2954
Riacho He-He,2955
Riacho Negro,2956
Riachuelo,2957
Ricardo Rojas,2958
Ricardone,2959
Rincon Del Carmen,2960
Rinconada,2961
Rinconadillas,2962
Rincón,2963
Rincón Potrero,2964
Rincón de Azara,2965
Rincón de Milberg,2966
Rincón de Nogoyá,2967
Rincón de los Sauces,2968
Ringuelet,2969
Rio Blanco,2970
Rio Quinto,2971
Rio Villegas,2972
Riocito,2973
Rivadavia,2974
Rivera,2975
Roberto Cano,2976
Roberto De Vicenzo,2977
Roberto J. Payró,2978
Roberts,2979
Roca Chica,2980
Rocamora,2981
Rodeito,2982
Rodeo,2983
Rodeo De Cadenas,2984
Rodeo de Valdez,2985
Rodeo del Medio,2986
Rodero,2987
Rodríguez Peña,2988
Rojas,2989
Roldán,2990
Rolón,2991
Romang,2992
Roosevelt,2993
Roque Pérez,2994
Rosales,2995
Rosario,2996
Rosario de Lerma,2997
Rosario de Río Grande,2998
Rosario de la Frontera,2999
Rosario del Saladillo,3000
Rosario del Tala,3001
Rospentek,3002
Roversi,3003
Rucanelo,3004
Rueda,3005
Rufino,3006
Rufino De Elizalde,3007
Ruiz de Montoya,3008
Russell,3009
Río Bamba,3010
Río Ceballos,3011
Río Chico,3012
Río Chico (Est. Cerro Mesa),3013
Río Colorado,3014
Río Cuarto,3015
Río Gallegos,3016
Río Grande,3017
Río Juan Gómez,3018
Río Mayo,3019
Río Muerto,3020
Río Pico,3021
Río Piedras,3022
Río Primero,3023
Río Seco,3024
Río Segundo,3025
Río Tala,3026
Río Tercero,3027
Río de los Sauces,3028
Río del Valle,3029
SAAVEDRA,3030
SAN CRISTOBAL,3031
SAN FRANCISCO DEL MONTE,3032
SAN NICOLAS,3033
SAN TELMO,3034
Sa Pereyra,3035
Saavedra,3036
Sacanta,3037
Sachayoj,3038
Saco Viejo,3039
Saenz Peña,3040
Saforcada,3041
Sagrada Familia,3042
Saira,3043
Saladas,3044
Saladero Mariano Cabal,3045
Saladillo,3046
Salazar,3047
Saldungaray,3048
Saldán,3049
Salicas,3050
Salicas - San Blas,3051
Salinas del Bebedero,3052
Salliqueló,3053
Salsacate,3054
Salsipuedes,3055
Salta,3056
Salto,3057
Salto Andersen,3058
Salto Encantado,3059
Salto Grande,3060
Salto de Las Rosas,3061
Salvador María,3062
Samborombón,3063
Sampacho,3064
Samuhú,3065
San Agustín,3066
San Alberto,3067
San Andrés,3068
San Andrés de Giles,3069
San Antonio,3070
San Antonio De Padua,3071
San Antonio Oeste,3072
San Antonio de Areco,3073
San Antonio de Arredondo,3074
San Antonio de Litín,3075
San Antonio de Obligado,3076
San Antonio de los Cobres,3077
San Basilio,3078
San Benito,3079
San Bernardo,3080
San Bernardo (Est. Guanaco),3081
San Blas,3082
San Carlos,3083
San Carlos Centro,3084
San Carlos Minas,3085
San Carlos Norte,3086
San Carlos Sud,3087
San Carlos de Bariloche,3088
San Carlos de Bolívar (Est. Bolívar),3089
San Cayetano,3090
San Clemente,3091
San Clemente del Tuyú,3092
San Cosme,3093
San Cristóbal,3094
San Eduardo,3095
San Emilio,3096
San Enrique,3097
San Esteban,3098
San Eugenio,3099
San Fabián,3100
San Felipe,3101
San Fernando,3102
San Fernando del Valle de Catamarca,3103
San Francisco,3104
San Francisco Solano,3105
San Francisco de Alfarcito,3106
San Francisco de Asís,3107
San Francisco de Bellocq,3108
San Francisco de Laishi,3109
San Francisco de Santa Fe,3110
San Francisco del Chañar,3111
San Francisco del Monte de Oro,3112
San Genaro,3113
San Genaro Norte,3114
San Germán,3115
San Gerónimo,3116
San Gotardo,3117
San Gregorio,3118
San Guillermo,3119
San Gustavo,3120
San Hilario,3121
San Huberto,3122
San Ignacio,3123
San Ignacio (Loteo San Javier),3124
San Ignacio (Loteo Vélez Crespo),3125
San Isidro,3126
San Isidro (Est. Los Angacos),3127
San Jaime de la Frontera,3128
San Javier,3129
San Javier y Yacanto,3130
San Jerónimo,3131
San Jerónimo Norte,3132
San Jerónimo Sud,3133
San Jerónimo del Sauce,3134
San Joaquín,3135
San Jorge,3136
San Jose,3137
San Jose Banda,3138
San Jose Norte,3139
San José,3140
San José de Feliciano,3141
San José de Jáchal,3142
San José de La Cocha,3143
San José de Metán,3144
San José de Orquera,3145
San José de la Dormida,3146
San José de la Esquina,3147
San José de las Salinas,3148
San José del Boquerón,3149
San José del Morro,3150
San José del Rincón,3151
San Juan,3152
San Juan de Oros,3153
San Juan de Quillaqués,3154
San Juancito,3155
San Justo,3156
San Lorenzo,3157
San Lucas,3158
San Luis,3159
San Luis del Palmar,3160
San Manuel,3161
San Marcos,3162
San Marcos Sierra,3163
San Mariano,3164
San Martín,3165
San Martín I,3166
San Martín II,3167
San Martín Norte,3168
San Martín de las Escobas,3169
San Martín de los Andes,3170
San Mauricio,3171
San Mayol,3172
San Miguel,3173
San Miguel de Tucumán (Est. Tucumán),3174
San Miguel del Monte (Est. Monte),3175
San Nicolás,3176
San Nicolás de los Arroyos,3177
San Pablo,3178
San Pablo De Reyes,3179
San Patricio del Chañar,3180
San Pedro,3181
San Pedro (Est. San Pedro de Jujuy),3182
San Pedro Norte,3183
San Pedro de Colalao,3184
San Pedro de Gütemberg,3185
San Pedro de Toyos,3186
San Rafael,3187
San Ramón,3188
San Ramón de la Nueva Orán,3189
San Román,3190
San Roque,3191
San Roque Del Lago,3192
San Salvador,3193
San Salvador de Jujuy (Est. Jujuy),3194
San Sebastián,3195
San Severo,3196
San Vicente,3197
San Víctor,3198
Sanabria,3199
Sancti Spiritu,3200
Sanford,3201
Sansinena,3202
Santa Ana,3203
Santa Ana de la Puna,3204
Santa Anita,3205
Santa Catalina,3206
Santa Catalina (Est. Holmberg),3207
Santa Clara,3208
Santa Clara de Buena Vista,3209
Santa Clara de Saguier,3210
Santa Clara del Mar,3211
Santa Coloma,3212
Santa Cruz,3213
Santa Elena,3214
Santa Eleodora,3215
Santa Eufemia,3216
Santa Fe,3217
Santa Florentina,3218
Santa Isabel,3219
Santa Lucía,3220
Santa Luisa,3221
Santa Magdalena (Est. Jovita),3222
Santa Margarita,3223
Santa Martina,3224
Santa María,3225
Santa María de Oro,3226
Santa María de Punilla,3227
Santa Monica,3228
Santa Regina,3229
Santa Rita,3230
Santa Rita de Catuna,3231
Santa Rosa,3232
Santa Rosa De Catantal,3233
Santa Rosa Del Gigante,3234
Santa Rosa de Calamuchita,3235
Santa Rosa de Calchines,3236
Santa Rosa de Leales,3237
Santa Rosa de Río Primero,3238
Santa Rosa de los Pastos Grandes,3239
Santa Rosa del Conlara,3240
Santa Sylvina,3241
Santa Teresa,3242
Santa Teresita - Mar del Tuyú,3243
Santa Trinidad,3244
Santa Vera Cruz,3245
Santa Victoria,3246
Santa Victoria Este,3247
Santiago Temple,3248
Santiago de Liniers,3249
Santiago del Estero,3250
Santo Domingo,3251
Santo Pipó,3252
Santo Tomás,3253
Santo Tomé,3254
Santos Lugares,3255
Santuario de Tres Pozos,3256
Santurce,3257
Sarah,3258
Sarandí,3259
Sarasa,3260
Sargento Cabral,3261
Sargento Moya,3262
Sargento Vidal,3263
Sarmiento,3264
Sastre,3265
Saturnino María Laspiur,3266
Sauce,3267
Sauce Arriba,3268
Sauce Montrull,3269
Sauce Pinto,3270
Sauce Viejo,3271
Sauce de Luna,3272
Saujil,3273
Sauzal,3274
Sañogasta,3275
Sebastián Elcano,3276
Seclantás,3277
Seeber,3278
Segunda Usina,3279
Seguí,3280
Selva,3281
Selvas del Río de Oro,3282
Senillosa,3283
Serodino,3284
Serrano,3285
Serrezuela,3286
Sevigne,3287
Shaqui,3288
Sierra Chica,3289
Sierra Colorada,3290
Sierra Grande,3291
Sierra Pailemán,3292
Sierra de la Ventana,3293
Sierra de los Padres,3294
Sierras Bayas,3295
Sierras De Encalada,3296
Siete Palmas,3297
Siján,3298
Silva (Est. Abipones),3299
Silvio Pellico,3300
Simbol,3301
Simbolar,3302
Simoca,3303
Singuil,3304
Sinsacate,3305
Sir Leonard,3306
Smith,3307
Socavones,3308
Sol de Julio,3309
Sol de Mayo,3310
Solanet,3311
Solar de los Molinos,3312
Soldado Maldonado,3313
Soldini,3314
Soledad,3315
Solís,3316
Sosa,3317
Speluzzi,3318
Stephenson,3319
Strobel,3320
Stroeder,3321
Suardi,3322
Subteniente Perín,3323
Suco,3324
Suipacha,3325
Sumalao,3326
Sumamao,3327
Sumampa,3328
Sumampa Viejo,3329
Sunchales,3330
Suncho Corral,3331
Sundblad,3332
Suriyaco,3333
Susana,3334
Susques,3335
Suyuque Nuevo,3336
Tabay,3337
Tabossi,3338
Taco Pozo,3339
Taco Ralo,3340
Tacuarendí (Emb. Kilómetro 421),3341
Tacural,3342
Tafí Viejo,3343
Tafí del Valle,3344
Tala Cañada,3345
Tala Huasi,3346
Tala Verde,3347
Talaini,3348
Talapampa,3349
Talita,3350
Tama,3351
Tamangueyú,3352
Tamberías,3353
Tambillos,3354
Tancacha,3355
Tandil,3356
Taninga,3357
Tanti,3358
Tapalqué,3359
Tapebicuá,3360
Tapiales,3361
Tapso,3362
Taquimilán,3363
Tartagal,3364
Tartagal (Est. El Tajamar),3365
Taruma,3366
Tasna,3367
Tatacua,3368
Tatané,3369
Tatón,3370
Tecka,3371
Tedín Uriburu,3372
Tejas Tres,3373
Tellier,3374
Telsen,3375
Telén,3376
Temperley,3377
Teniente Berdina,3378
Teniente Origone,3379
Teodelina,3380
Termas de Río Hondo,3381
Termas de Santa Teresita,3382
Tezanos Pintos,3383
Thames,3384
Theobald,3385
Ticino,3386
Tierra Alta,3387
Tigre,3388
Tilcara,3389
Tilimuqui,3390
Tilisarao,3391
Timbúes,3392
Timote,3393
Tinoco,3394
Tinogasta,3395
Tintina,3396
Toay,3397
Toba,3398
Tobantirenda,3399
Tobuna,3400
Todd,3401
Tolar Grande,3402
Toledo,3403
Tolhuin,3404
Tolloche,3405
Tolombón,3406
Tolosa,3407
Tomas M. Anchorena,3408
Tomás Jofré,3409
Tomás Young,3410
Tornquist,3411
Toro Negro,3412
Toro Pujio,3413
Torres,3414
Tortugas,3415
Tortuguitas,3416
Tosno,3417
Tosquitas,3418
Tostado,3419
Totoras,3420
Traill,3421
Tramo 16,3422
Tramo 20,3423
Tranquitas,3424
Transradio,3425
Trebolares,3426
Trelew,3427
Trenel,3428
Treneta,3429
Trenque Lauquen,3430
Tres Algarrobos (Est. Cuenca),3431
Tres Arroyos,3432
Tres Capones,3433
Tres Cruces,3434
Tres Isletas,3435
Tres Lagos,3436
Tres Lagunas,3437
Tres Lomas,3438
Tres Luces,3439
Tres Picos,3440
Tres Porteñas,3441
Tres Sargentos,3442
Trevelín,3443
Tricao Malal,3444
Trinchera,3445
Tristán Suarez,3446
Triunvirato,3447
Trongé,3448
Trujui,3449
Tránsito,3450
Tuclame,3451
Tudcum,3452
Tumbaya,3453
Tunuyán,3454
Tupelí,3455
Tupungato,3456
Turdera,3457
Tusaquillas,3458
Tuyubil,3459
Tío Pujio,3460
Ubajay,3461
Ucacha,3462
Udaquiola,3463
Ugarteche,3464
Ulapes,3465
Unanué,3466
Unión,3467
Unquillo,3468
Uquía (Est. Senador Pérez),3469
Urdampilleta,3470
Urdinarrain,3471
Uribelarrea,3472
Uriburu,3473
Urundel,3474
Urutaú,3475
Ushuaia,3476
Usno,3477
Uspallata,3478
VELEZ SARSFIELD,3479
VERSALLES,3480
VILLA CRESPO,3481
VILLA DEL PARQUE,3482
VILLA DEVOTO,3483
VILLA GENERAL MITRE,3484
VILLA LUGANO,3485
VILLA LURO,3486
VILLA NUEVA,3487
VILLA ORTUZAR,3488
VILLA PUEYRREDON,3489
VILLA REAL,3490
VILLA RIACHUELO,3491
VILLA SANTA RITA,3492
VILLA SOLDATI,3493
VILLA URQUIZA,3494
VILLA ZORRAQUIN,3495
VISTALBA,3496
Va Ma Irene De Los Remedios De Escalada,3497
Vaca Huañuna,3498
Vaca Perdida,3499
Valcheta,3500
Valdés,3501
Valentín Alsina,3502
Valeria Del Mar,3503
Valle Alegre,3504
Valle Azul,3505
Valle Colorado,3506
Valle De Pancanta,3507
Valle Del Sol,3508
Valle Grande,3509
Valle Hermoso,3510
Valle de Anisacate,3511
Vallecito,3512
Vaqueros,3513
Varela,3514
Varvarco,3515
Vedia,3516
Velloso,3517
Venado Tuerto,3518
Venados Grandes,3519
Vera (Est. Gobernador Vera),3520
Vera y Pintado (Est. Guaraníes),3521
Verónica,3522
Viale,3523
Viamonte,3524
Vicente Casares,3525
Vicente López,3526
Vichigasta,3527
Victoria,3528
Victorica,3529
Vicuña Mackenna,3530
Videla,3531
Viedma,3532
Vieytes,3533
Vila,3534
Vilelas,3535
Vilismán,3536
Villa Aberastain,3537
Villa Aberastain - La Rinconada,3538
Villa Adela,3539
Villa Adelina,3540
Villa Akerman,3541
Villa Alberdi,3542
Villa Albertina,3543
Villa Alfredo Fortabat,3544
Villa Allende,3545
Villa Alpina,3546
Villa Alsina (Est. Alsina),3547
Villa Amancay,3548
Villa Amelia,3549
Villa Ampacama,3550
Villa Ana,3551
Villa Angela,3552
Villa Angélica (Est. El Socorro),3553
Villa Antigua,3554
Villa Arguello,3555
Villa Arrieta,3556
Villa Ascasubi,3557
Villa Astolfi,3558
Villa Atamisqui,3559
Villa Atuel,3560
Villa Atuel Norte,3561
Villa Ayacucho,3562
Villa Ballester,3563
Villa Barbosa - Villa Nacusi,3564
Villa Barboza,3565
Villa Basilio Nievas,3566
Villa Bastias,3567
Villa Belgrano,3568
Villa Benjamín Aráoz,3569
Villa Berna,3570
Villa Bernardo Monteagudo,3571
Villa Berthet,3572
Villa Bolaños,3573
Villa Bonita,3574
Villa Bordeau,3575
Villa Borjas,3576
Villa Borjas - La Chimbera,3577
Villa Bosch (Est. Juan Maria Bosch),3578
Villa Brown,3579
Villa Burruyacú,3580
Villa Cacique (Est. Alfredo Fortabat),3581
Villa Campanario,3582
Villa Campi,3583
Villa Candelaria,3584
Villa Canto,3585
Villa Carlos Paz,3586
Villa Carmela,3587
Villa Castelar (Est. Erize),3588
Villa Castelli,3589
Villa Catedral,3590
Villa Catela,3591
Villa Cañás,3592
Villa Centenario,3593
Villa Cerro Azul,3594
Villa Chacabuco,3595
Villa Chicligasta,3596
Villa Ciudad Parque Los Reartes,3597
Villa Ciudad Parque Los Reartes (1a. Sección),3598
Villa Ciudad Parque Los Reartes (3a. Sección),3599
Villa Ciudad de América (Loteo Diego de Rojas),3600
Villa Clara,3601
Villa Clodomiro Hileret,3602
Villa Concepción del Tío,3603
Villa Constitución,3604
Villa Cooperativa,3605
Villa Corazon De Maria,3606
Villa Coronel Jose M. Zapiola,3607
Villa Cura Brochero,3608
Villa Córdoba,3609
Villa De Mayo,3610
Villa Dolores,3611
Villa Dominguito (Est. Puntilla Blanca),3612
Villa Domínguez,3613
Villa Domínico,3614
Villa Don Bosco (Est. Angaco Sud),3615
Villa Eduardo Madero,3616
Villa El Chacay,3617
Villa El Chocón,3618
Villa El Fachinal - Parque Norte - Guiñazú Norte,3619
Villa El Palmar,3620
Villa El Refugio,3621
Villa El Salvador,3622
Villa El Salvador - Villa Sefair,3623
Villa El Tala,3624
Villa El Tango,3625
Villa Elisa,3626
Villa Eloísa,3627
Villa Elvira,3628
Villa Escolar,3629
Villa España,3630
Villa Esperanza,3631
Villa Espil,3632
Villa Espora,3633
Villa Fiad - Ingenio Leales,3634
Villa Figueroa,3635
Villa Fiorito,3636
Villa Flor Serrana,3637
Villa Fontana,3638
Villa Francia (Est. Coronel Granada),3639
Villa Futalaufquen,3640
Villa Garibaldi,3641
Villa General Antonio J. De Sucre,3642
Villa General Arias (Est. Kilómetro 638),3643
Villa General Belgrano,3644
Villa General Eugenio Necochea,3645
Villa General Fournier (Est. 9 de Julio Sud),3646
Villa General Güemes,3647
Villa General Jose Tomas Guido,3648
Villa General Juan G. Las Heras,3649
Villa General Manuel Belgrano,3650
Villa General Mitre (Est. Pinto),3651
Villa General Roca,3652
Villa General San Martin,3653
Villa General San Martín - Campo Afuera,3654
Villa General Savio (Est. Sánchez),3655
Villa Gesell,3656
Villa Giardino,3657
Villa Giménez,3658
Villa Gobernador Gálvez,3659
Villa Gobernador Luis F. Etchevehere,3660
Villa Gobernador Udaondo,3661
Villa Godoy Cruz,3662
Villa Granaderos De San Martín,3663
Villa Gregoria Matorras,3664
Villa Grisolía (Est. Achupallas),3665
Villa Guillermina,3666
Villa Gutiérrez,3667
Villa Hipodromo,3668
Villa Huidobro,3669
Villa Ibáñez,3670
Villa Independencia,3671
Villa Iris,3672
Villa Josefina,3673
Villa José León Suarez,3674
Villa Juan Martín De Pueyrredon,3675
Villa Kilómetro 213,3676
Villa Krause,3677
Villa La Angostura,3678
Villa La Arcadia,3679
Villa La Bolsa,3680
Villa La Florida,3681
Villa La Punta,3682
Villa La Rivera,3683
Villa La Rivera (Oliveros),3684
Villa La Rivera (Pueblo Andino),3685
Villa La Serranía,3686
Villa La Viña,3687
Villa Lago Azul,3688
Villa Lago Meliquina,3689
Villa Laguna La Brava,3690
Villa Larca,3691
Villa Las Flores,3692
Villa Las Pirquitas,3693
Villa Laura (Est. Constituyentes),3694
Villa Libertad,3695
Villa Libertad (Municipio Caá Yarí),3696
Villa Libertad (Municipio Leandro N. Alem),3697
Villa Libertador San Martín,3698
Villa Llanquín,3699
Villa Llao Llao,3700
Villa Los Aromos,3701
Villa Los Coihues,3702
Villa Los Llanos - Juárez Celman,3703
Villa Los Patos,3704
Villa Los Álamos,3705
Villa Luzuriaga,3706
Villa Lynch,3707
Villa Lynch Pueyrredón,3708
Villa Lía,3709
Villa Mailín,3710
Villa Maipu,3711
Villa Malvinas Argentinas,3712
Villa Mantero,3713
Villa Manuel Pomar,3714
Villa Manzano,3715
Villa Margarita,3716
Villa Mariano Moreno - El Colmenar,3717
Villa Marini,3718
Villa Marqués Alejandro María De Aguado,3719
Villa Martelli,3720
Villa María,3721
Villa Mascardi,3722
Villa Mazán,3723
Villa Media Agua,3724
Villa Mercedes,3725
Villa Minetti,3726
Villa Mirasol,3727
Villa Moll (Est. Moll),3728
Villa Montoro,3729
Villa Mugueta,3730
Villa Nacusi,3731
Villa Nueva,3732
Villa Ocampo,3733
Villa Oeste,3734
Villa Ojo de Agua,3735
Villa Olivari,3736
Villa Ortiz (Est. Coronel Mom),3737
Villa Padre Monti,3738
Villa Paranacito,3739
Villa Parodi,3740
Villa Parque Cecir,3741
Villa Parque Girado,3742
Villa Parque Pres Figueroa Alcorta,3743
Villa Parque San Lorenzo,3744
Villa Parque Santa Ana,3745
Villa Parque Sicardi,3746
Villa Parque Siquimán,3747
Villa Pastora,3748
Villa Paula Albarracin,3749
Villa Pehuenia,3750
Villa Pituil,3751
Villa Porteña,3752
Villa Progreso,3753
Villa Quilino,3754
Villa Quillinzo,3755
Villa Quinteros,3756
Villa Raffo,3757
Villa Ramallo,3758
Villa Recaste,3759
Villa Reducción,3760
Villa Regina,3761
Villa Reynolds,3762
Villa Riccio,3763
Villa Roch,3764
Villa Rodríguez (Est. Barrow),3765
Villa Rosa,3766
Villa Rossi,3767
Villa Roth (Est. Ingeniero Balbín),3768
Villa Roulet,3769
Villa Ruiz,3770
Villa Rumipal,3771
Villa Río Bermejito,3772
Villa Río Hondo,3773
Villa Río Icho Cruz,3774
Villa Saboya,3775
Villa Salavina,3776
Villa Salles,3777
Villa San Agustín,3778
Villa San Andrés,3779
Villa San Carlos,3780
Villa San Esteban,3781
Villa San Isidro,3782
Villa San Isidro - José de la Quintana,3783
Villa San Javier,3784
Villa San José,3785
Villa San José de Vinchina,3786
Villa San Justo,3787
Villa San Lorenzo,3788
Villa San Luis,3789
Villa San Marcial (Est. Gobernador Urquiza),3790
Villa San Martín,3791
