Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,id_Provincia,id_Localidad,id_Partido
3109,SI,--,--,--,--,SI,SI,--,SI,54098120.0,"-27,1418557045843","-55,4074695445505",13,3252,365
110,--,--,--,--,--,--,--,--,--,54105010.0,"-27,6349575540286","-55,0877551421696",13,1458,367
1108,--,SI,--,--,--,--,SI,SI,SI,54105020.0,"-27,8655824463799","-55,2638525290793",13,1744,367
630,--,--,--,--,--,--,SI,--,SI,54105030.0,"-27,7077678291474","-55,1582021663854",13,2439,367
9058,--,SI,--,SI,SI,SI,SI,SI,SI,54105040.0,"-27,8653231566702","-55,1348376530446",13,3129,367
408,--,--,--,SI,--,--,--,--,--,54112010.0,"-26,5379470287742","-53,9437324956095",13,1068,375
975,--,--,--,SI,--,SI,--,--,--,54112020.0,"-26,6835663891035","-54,2050107484876",13,2640,375
107,--,--,--,SI,--,SI,--,--,--,54112030.0,"-26,4160781340411","-53,8369134466205",13,2726,375
10397,--,SI,--,SI,--,SI,SI,SI,SI,54112040.0,"-26,6197903071037","-54,1146818942839",13,3181,375
350,--,--,--,SI,--,SI,--,--,SI,54112050.0,"-26,4664417575785","-53,8919888142393",13,3400,375
4591,--,SI,--,--,SI,SI,SI,--,SI,58007010.0,"-39,2395006622098","-70,9180131491474",14,129,13
270,--,--,--,--,SI,SI,--,--,--,58007015.0,"-38,9431841513779","-71,3282934446594",14,2470,13
700,SI,--,SI,--,SI,SI,SI,--,SI,58007020.0,"-38,88385673767","-71,1721341418285",14,3750,13
135,--,--,--,--,--,--,--,SI,SI,58014005.0,"-37,9994791767967","-68,9231103975687",14,52,28
2449,--,SI,--,SI,SI,SI,SI,SI,SI,58014010.0,"-38,3514440221419","-68,7919715586172",14,257,28
6474,--,SI,--,SI,SI,SI,SI,SI,SI,58014020.0,"-38,6257824069657","-68,2986456816821",14,3180,28
873,--,--,SI,--,SI,SI,SI,--,--,58021010.0,"-39,5578638822685","-70,5932894653763",14,2062,80
13092,SI,--,SI,SI,SI,SI,SI,SI,SI,58042010.0,"-37,3792566593514","-70,2723772223192",14,827,96
533,--,--,--,--,--,SI,SI,--,--,58042020.0,"-37,0428490399834","-70,3347175778926",14,3444,96
148,--,--,--,--,--,--,--,--,--,58042030.0,"-37,1337365202592","-70,3969231250344",14,3834,96
231198,SI,SI,SI,SI,SI,SI,SI,SI,SI,58035070.0,"-38,9492856796033","-68,0839057621977",14,2510,105
13172,--,--,--,--,SI,SI,--,SI,SI,58035090.0,"-38,9290709532125","-69,2021594435231",14,2735,105
32390,SI,SI,--,SI,SI,SI,SI,SI,SI,58035100.0,"-38,9510561611213","-68,2478403865049",14,2743,105
7542,--,--,--,SI,SI,SI,SI,SI,SI,58035110.0,"-39,0113034801537","-68,4333833911279",14,3283,105
707,--,--,SI,--,--,SI,SI,--,SI,58035120.0,"-39,2610101785628","-68,7842564223565",14,3618,105
895,SI,--,--,SI,--,SI,SI,SI,SI,58035130.0,"-38,7277123127679","-68,1721438862367",14,3855,105
1513,SI,--,--,SI,SI,--,SI,--,--,58035140.0,"-38,7715537254998","-68,1369187198489",14,3856,105
82615,SI,SI,SI,SI,SI,SI,SI,SI,SI,50063090.0,"-33,0328665626243","-68,8912066261393",12,2284,253
0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,"-33,0038391611615","-68,8612966964436",12,2296,253
8531,SI,--,SI,SI,--,SI,SI,SI,--,50063100.0,"-33,0690096392441","-68,8986010698045",12,2680,253
0,--,--,--,--,--,--,--,--,--,50063050.0,"-33,0198804741995","-69,3030036808918",12,2700,253
292,--,--,--,SI,SI,SI,SI,SI,SI,50063110.0,"-32,945486814506","-69,2086449063504",12,2767,253
4561,--,--,--,SI,--,SI,SI,SI,SI,50063120.0,"-33,2109451573216","-68,8972088041994",12,3464,253
0,--,--,--,--,--,--,--,--,--,50063050.0,"-33,0174255607471","-69,2972914626044",12,3508,253
0,--,--,--,--,--,--,--,--,--,50063050.0,"-32,9975296309707","-69,317680250878",12,3621,253
0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,"-33,0237918976098","-68,9247432402669",12,3496,253
194,--,--,--,--,--,SI,SI,SI,SI,50070010.0,"-33,0833355400244","-68,7343792557021",12,315,258
399,--,--,--,--,--,SI,--,--,--,50070020.0,"-33,0103244179699","-68,7265920537237",12,392,258
0,--,--,--,SI,--,--,--,SI,SI,50070090.0,"-32,9792545593489","-68,8089838444183",12,584,258
1536,--,--,--,SI,--,SI,SI,SI,SI,50070030.0,"-33,0293391100097","-68,7922412248266",12,1074,258
232,--,--,--,--,--,SI,--,--,--,50070040.0,"-32,8558805014704","-68,6544793531012",12,1285,258
3669,--,--,SI,--,SI,--,SI,SI,SI,58028010.0,"-40,0465538638606","-70,077319578901",14,2698,99
219,--,--,--,--,SI,--,SI,--,--,58028020.0,"-39,8218007278609","-70,1028884849476",14,3253,99
236,SI,--,--,SI,--,--,SI,SI,SI,58035080.0,"-38,878684024658","-68,1001707201744",14,2,105
90,--,--,--,--,--,SI,--,SI,SI,58035010.0,"-39,0743997961308","-68,5703350642529",14,210,105
110,--,--,--,SI,--,--,SI,--,--,58035020.0,"-38,7543907123239","-68,1803399743279",14,462,105
32928,SI,SI,--,SI,SI,SI,SI,SI,SI,58035030.0,"-38,8275777081112","-68,1532191639297",14,753,105
35465,SI,--,SI,SI,SI,SI,--,SI,SI,58035040.0,"-38,9366016135518","-69,2413390332884",14,1094,105
426,--,--,--,--,SI,SI,--,--,--,58035050.0,"-39,2589786425295","-68,8268723660918",14,1218,105
82,--,--,--,--,--,SI,--,SI,SI,58035060.0,"-38,5383043330689","-68,557547832041",14,2355,105
12621,SI,SI,SI,SI,SI,SI,SI,SI,SI,58049010.0,"-39,9494720138355","-71,0703335609136",14,1809,196
2521,SI,--,--,--,--,SI,SI,SI,SI,38070020.0,"-24,1810241203734","-64,6790060196865",9,1291,348
2901,--,--,--,--,SI,SI,SI,--,--,38070030.0,"-23,5558786640644","-64,3614639119972",9,1327,348
3791,--,--,--,--,SI,SI,SI,--,SI,38070040.0,"-23,9791015768434","-64,3066411633623",9,2599,348
213,--,--,--,--,--,--,--,--,--,38070050.0,"-24,27150330488","-64,7146927538416",9,2828,348
4298,SI,--,--,--,SI,SI,SI,SI,SI,38070060.0,"-24,3098756490301","-64,6628728220661",9,3208,348
757,--,--,--,--,--,SI,--,--,--,38070070.0,"-23,6678300370713","-64,4138302334781",9,3850,348
176,--,--,--,SI,--,--,--,--,--,38077010.0,"-21,9693796437473","-65,900391482913",9,712,381
278,--,--,--,SI,--,--,--,--,--,38077020.0,"-22,1864445703198","-66,4093898308937",9,857,381
286,--,--,--,SI,--,--,--,--,--,38077030.0,"-22,0998214546633","-65,8677291643016",9,844,381
243,--,--,--,SI,--,--,--,--,--,38077040.0,"-22,3402147364964","-66,4940205514016",9,1093,381
25,--,--,--,--,--,--,--,--,--,38077045.0,"-21,8172925482811","-66,17923666654",9,1184,381
95,--,--,--,--,--,--,--,--,--,38077050.0,"-21,9153531838048","-66,2507995315293",9,1870,381
36,--,--,--,--,SI,--,--,--,--,38077060.0,"-22,2143443369069","-66,3365616167075",9,2428,381
96,--,--,--,SI,--,--,--,--,--,38077070.0,"-22,0656878791642","-66,0785087961458",9,2569,381
64,--,--,--,SI,--,--,--,--,--,38077080.0,"-22,1956915218117","-66,4201684753681",9,2593,381
27,--,--,--,--,--,--,--,--,--,38077090.0,"-22,1928248288479","-66,3492159854648",9,3153,381
305,--,--,--,SI,SI,--,--,--,--,38077100.0,"-21,9443720475755","-66,0525133087978",9,3206,381
34,--,--,--,--,--,--,--,--,--,38077110.0,"-22,1645843865597","-65,9833313251161",9,3891,381
427,--,--,--,SI,--,--,--,--,--,38084010.0,"-23,861850793472","-67,0041243051334",9,723,394
333,--,--,--,SI,--,--,--,--,--,38084020.0,"-23,0132949482406","-66,3792884216509",9,1006,394
121,--,--,--,SI,SI,--,--,--,--,38084030.0,"-23,1389750587235","-66,7524458751301",9,1329,394
133,--,--,--,SI,--,--,--,--,--,38084040.0,"-23,6016053200097","-66,413317571844",9,1687,394
67,--,--,--,SI,--,--,--,--,--,38084045.0,"-23,2599291955531","-67,0236887810529",9,1758,394
1336,SI,--,--,SI,SI,SI,SI,--,SI,42133040.0,"-35,3861854808904","-64,2836857257322",10,1354,330
177,--,--,--,--,SI,SI,SI,--,--,42133050.0,"-35,1890814426625","-64,1038732251149",10,1435,330
4659,--,--,--,SI,SI,SI,SI,SI,SI,42133060.0,"-35,3837504384968","-64,4685685991593",10,1710,330
70,--,--,--,--,--,SI,--,--,--,42133070.0,"-35,3068277686526","-64,0054725550363",10,2549,330
7343,SI,--,SI,SI,SI,SI,SI,SI,SI,42133080.0,"-35,0368857536117","-64,2454209673953",10,2941,330
40,--,--,--,--,--,--,--,SI,SI,42140005.0,"-36,7473961516096","-64,3673907018325",10,595,407
3,--,--,--,--,--,--,--,--,--,42140010.0,"-36,9283865222889","-64,3952508587586",10,2496,407
11626,SI,SI,--,SI,SI,SI,SI,SI,SI,42140020.0,"-36,6751577652887","-64,3803253806581",10,3397,407
1026,--,--,--,SI,SI,SI,SI,SI,SI,42147010.0,"-35,6381231858073","-64,3574125644643",10,185,412
483,--,--,--,--,SI,SI,SI,SI,SI,42147020.0,"-35,7732438729278","-63,9428308886673",10,2406,412
3387,SI,SI,--,--,SI,SI,SI,SI,SI,42147030.0,"-35,6941743318846","-64,1358999676104",10,3428,412
707,--,--,--,SI,SI,SI,SI,SI,SI,42154010.0,"-37,0323315728651","-64,2865724433513",10,242,425
226,--,--,--,--,SI,SI,SI,--,SI,42154020.0,"-37,3318147762102","-65,650772794634",10,778,425
289,--,--,SI,SI,--,SI,SI,--,--,42154030.0,"-37,4952435783299","-64,2248805481774",10,960,425
12184,SI,SI,--,SI,SI,SI,SI,SI,SI,42154040.0,"-37,373672668717","-64,6038964711256",10,1516,425
422,--,--,--,SI,SI,SI,SI,--,--,42154050.0,"-37,1212005028742","-64,5133661628312",10,2891,425
69,--,--,--,SI,--,SI,--,--,--,42154060.0,"-37,5439767222425","-64,3525554864311",10,3466,425
12249,SI,SI,--,SI,SI,SI,SI,SI,SI,46007010.0,"-28,5589898446523","-66,8272851017638",11,65,21
852,--,--,--,--,--,--,--,--,--,46007020.0,"-28,5834031870202","-66,8036412937626",11,186,21
534,--,--,--,--,--,--,--,--,--,46007030.0,"-28,3871788034279","-66,8369122348367",11,509,21
407,--,--,--,--,SI,SI,--,--,SI,46007040.0,"-28,6648262993633","-66,5166195609666",11,1399,21
0,--,--,--,--,--,--,--,SI,SI,46007040.0,"-28,5410843774809","-66,8070296105313",11,2302,21
0,--,--,--,--,--,--,--,--,SI,46007040.0,"-28,5553801376497","-66,8013856528183",11,3070,21
124,--,--,--,--,--,--,--,--,--,46007045.0,"-28,591774966521","-66,5563885931113",11,3382,21
1090,--,--,--,--,--,SI,SI,--,--,46007050.0,"-28,6586281834455","-66,5552758852995",11,3723,21
731,--,--,--,--,SI,--,--,--,SI,46063030.0,"-30,6446137810742","-66,238741686799",11,2156,156
178872,SI,SI,SI,SI,SI,SI,SI,SI,SI,46014010.0,"-29,4217827668094","-66,856675379963",11,1977,71
833,--,SI,--,SI,--,SI,SI,--,--,46021010.0,"-28,8554609845772","-66,9376617661779",11,142,79
1573,--,SI,--,SI,SI,--,SI,--,SI,46021020.0,"-28,8155900262519","-66,9439245714904",11,165,79
418,--,SI,--,SI,--,SI,SI,--,--,46021030.0,"-28,7272509428901","-66,9328944677286",11,168,79
236,--,SI,--,--,--,--,--,--,--,46021040.0,"-28,8979801822511","-66,9765194957537",11,836,79
244,--,SI,--,--,--,SI,--,--,--,46021050.0,"-28,7544152281739","-66,9389202939919",11,2226,79
390,--,SI,--,--,--,SI,--,--,--,46021060.0,"-28,9370760269909","-66,9665171496043",11,2711,79
298,--,SI,--,--,--,SI,SI,--,--,46021070.0,"-28,6697090457958","-66,9281338379098",11,3181,79
123,--,--,--,--,--,SI,--,--,--,46021080.0,"-28,683504219205","-66,9654939868506",11,3245,79
12919,SI,SI,--,SI,SI,SI,SI,SI,SI,46035010.0,"-30,3772951613356","-66,3240368838483",11,785,87
80,--,--,--,--,--,--,--,--,--,46035020.0,"-30,4293153810224","-66,3586422456665",11,2748,87
0,--,--,--,--,--,--,--,--,--,46042030.0,"-29,2060142258143","-67,4589845307511",11,162,93
33724,SI,SI,--,SI,--,SI,SI,SI,SI,46042010.0,"-29,1634978575196","-67,5074284990176",11,816,93
225,--,SI,--,SI,--,SI,SI,--,--,46042020.0,"-29,2540980171571","-67,426136513409",11,887,93
33,--,--,--,--,--,--,--,--,--,46042030.0,"-29,6731660020358","-67,3823669132229",11,906,93
482,--,--,--,--,--,--,--,--,--,46042040.0,"-29,2029666175252","-67,4003467202303",11,933,93
272,--,--,--,--,SI,--,--,--,--,46042050.0,"-29,4490716382323","-67,4914198732182",11,971,93
284,--,--,--,--,--,SI,--,--,--,46042060.0,"-29,1927256872976","-67,6392754274079",11,1619,93
0,--,--,--,--,--,--,--,--,--,46042030.0,"-29,1484698105368","-67,4191244361359",11,1963,93
0,--,--,--,--,--,--,--,--,SI,46042030.0,"-29,1517467165263","-67,4826010369502",11,2250,93
1668,--,--,--,--,--,SI,SI,--,--,46042070.0,"-29,1772024890585","-67,4408316312776",11,2320,93
171,--,--,--,--,--,--,--,--,--,46042080.0,"-29,3410380679447","-67,6618699588305",11,2427,93
6937,SI,SI,--,SI,SI,SI,SI,SI,SI,46042090.0,"-29,3040959439682","-67,5072784622018",11,2518,93
0,--,--,--,--,--,--,--,--,--,46042030.0,"-29,184674818415","-67,4780826682806",11,3173,93
153,--,--,--,--,--,SI,--,--,--,46042100.0,"-29,1217634888802","-67,475895961327",11,3176,93
129,--,--,--,--,--,SI,--,--,--,46042110.0,"-29,1330615805931","-67,5576081781931",11,3218,93
1805,--,--,--,--,--,SI,SI,SI,SI,46042120.0,"-29,3203738957214","-67,6277959527272",11,3275,93
279,--,--,--,--,--,SI,--,--,--,46042130.0,"-29,1494438672162","-67,4296645756575",11,3390,93
3016,SI,--,--,SI,SI,SI,SI,SI,SI,46042140.0,"-29,4885973737241","-67,50228520978",11,3527,93
219,--,--,--,--,--,SI,--,--,--,46028010.0,"-29,4772470519152","-67,7729134098149",11,64,110
2525,SI,SI,--,SI,SI,--,SI,--,SI,46028020.0,"-29,509859321691","-68,5522045398452",11,1620,110
512,--,--,--,--,--,SI,--,--,SI,46028030.0,"-29,3713119289112","-68,2271328398885",11,2234,110
930,--,--,--,SI,--,--,--,--,--,38056020.0,"-24,2710272820567","-65,2729444915848",9,2265,357
40,--,--,--,--,--,--,--,--,--,38056025.0,"-24,31840","-65,40092",9,2525,357
1430,SI,SI,--,--,SI,--,SI,--,--,38056030.0,"-24,3676606220994","-65,3337612645336",9,3070,357
855,--,--,--,--,--,--,--,--,--,38063010.0,"-24,1755612615505","-64,8402658993854",9,207,375
378,--,--,--,--,--,--,--,--,--,38063020.0,"-24,3403731266613","-64,6655404458929",9,216,375
446,--,--,--,--,--,SI,--,--,--,38063030.0,"-24,3154692731344","-64,9066663427545",9,1147,375
246,--,--,--,--,--,--,--,--,--,38063040.0,"-24,4097116704331","-64,8107312952407",9,1177,375
1166,--,--,--,--,--,--,--,--,--,38063050.0,"-24,1988254992426","-64,7893441637782",9,1297,375
35,--,--,--,--,--,--,--,--,--,38063060.0,"-24,0933961333434","-64,8238742049039",9,1300,375
2164,--,--,--,--,SI,SI,--,--,SI,38063070.0,"-24,2222145482106","-64,8368070501964",9,1894,375
190,--,--,--,--,--,--,--,--,--,38063080.0,"-24,191697331263","-64,846797222472",9,1928,375
3635,--,--,--,--,SI,SI,SI,SI,SI,38063090.0,"-24,314359736408","-64,9707084719559",9,1932,375
183,--,--,--,--,--,--,--,--,--,38063100.0,"-24,2261476798422","-64,8101735526005",9,2425,375
81,--,--,--,--,--,--,--,--,--,38063110.0,"-24,3249801346233","-64,9489367519918",9,2606,375
874,--,--,--,--,--,--,--,--,--,38063120.0,"-24,2348579850918","-64,8440336546008",9,2639,375
181,--,--,--,--,--,--,--,--,--,38063130.0,"-24,2931131722113","-64,8812208450768",9,2701,375
1879,--,--,--,--,--,--,--,SI,SI,38063140.0,"-24,2714866371948","-64,767733920134",9,2982,375
591,--,--,--,--,--,SI,--,--,--,38063150.0,"-24,3069096656554","-64,9317813354333",9,2998,375
325,--,--,--,--,--,--,--,--,--,38063160.0,"-24,2139625149932","-64,8057443238638",9,3070,375
326,--,--,--,--,--,SI,--,SI,SI,38063170.0,"-24,2257554272925","-64,8646056706401",9,3158,375
59131,SI,SI,--,SI,SI,SI,SI,--,--,38063180.0,"-24,293007141905","-64,9524504388897",9,3182,375
416,--,--,--,--,--,--,--,--,--,38063190.0,"-24,2997434984526","-64,9576983944899",9,3274,375
512,--,--,--,--,SI,--,--,--,SI,38070010.0,"-24,260420872361","-64,4103511079696",9,1249,348
30,--,--,--,SI,--,--,--,--,--,38084050.0,"-23,2748878331652","-66,8343534268599",9,2419,394
10410,SI,SI,--,SI,SI,SI,SI,--,SI,66056010.0,"-22,2388143093458","-63,7283889210813",16,54,184
1531,SI,--,--,SI,SI,--,SI,--,SI,66056020.0,"-22,5800471662206","-63,8523231844895",16,615,184
340,--,--,--,--,--,--,--,--,SI,66056030.0,"-23,1062412034464","-63,9953139246427",16,618,184
620,--,--,--,SI,--,--,--,--,SI,66056040.0,"-22,1925191184959","-63,6556166497527",16,622,184
231,--,--,--,--,--,--,--,--,SI,66056050.0,"-22,1673388747523","-63,7086209918975",16,647,184
531,--,--,--,--,--,--,--,--,--,66056060.0,"-23,2595016179972","-63,8026685275306",16,669,184
2672,SI,--,--,SI,SI,--,SI,--,SI,66056070.0,"-22,736606161274","-63,8212340428559",16,1019,184
1779,--,--,--,SI,SI,SI,SI,--,SI,66056080.0,"-23,2581867482105","-63,3390555232417",16,1160,184
20843,SI,SI,--,SI,SI,--,SI,SI,SI,66056090.0,"-23,2042135269827","-64,0900817936338",16,1356,184
2071,--,--,--,SI,SI,--,--,--,SI,66056100.0,"-22,9276105225425","-63,8522934424036",16,1521,184
15295,SI,--,--,SI,SI,SI,SI,SI,SI,66056110.0,"-22,5872984531874","-63,8075098662841",16,1547,184
805,--,--,--,--,--,--,--,--,SI,66056120.0,"-23,2174884897188","-63,5643624737058",16,1657,184
1302,--,--,--,--,--,--,--,--,SI,66056130.0,"-23,2761412353834","-63,7361800240654",16,2429,184
1329,--,--,--,--,--,--,--,SI,SI,66056140.0,"-22,5413249097327","-63,7927888759365",16,2430,184
0,--,--,--,SI,--,--,--,SI,SI,50028030.0,"-32,8674494392665","-68,8015983577909",12,261,192
0,--,--,--,SI,SI,--,--,SI,SI,50028030.0,"-32,887610360379","-68,7797113648865",12,264,192
0,--,--,--,SI,--,--,--,SI,SI,50028050.0,"-32,9057059086968","-68,7753107154796",12,648,192
0,--,--,--,--,--,--,--,SI,SI,50028020.0,"-32,8445720739406","-68,7264015008637",12,582,192
4271,--,--,--,SI,--,SI,--,SI,SI,50028020.0,"-32,8445720739406","-68,7264015008637",12,963,192
0,--,--,--,SI,--,--,--,SI,SI,50028030.0,"-32,9079284079055","-68,8402487586896",12,1098,192
0,--,--,--,SI,--,--,--,SI,SI,50028030.0,"-32,866493937014","-68,7583334039687",12,1171,192
0,--,--,--,--,--,--,--,SI,SI,50028030.0,"-32,8819026438146","-68,8087568548896",12,1495,192
252618,SI,SI,SI,SI,--,SI,SI,SI,SI,50028020.0,"-32,8925289639529","-68,820068537927",12,1630,192
0,--,--,--,SI,--,--,--,SI,SI,50028050.0,"-32,9208013873904","-68,7868066982545",12,1752,192
0,--,--,--,--,--,--,--,--,--,50028020.0,"-32,9207614727554","-68,7071185835279",12,1813,192
189067,--,--,--,--,--,SI,--,--,--,50028030.0,"-32,9212115151732","-68,6797682708562",12,1958,192
0,--,--,--,SI,--,--,--,SI,SI,50028050.0,"-32,9057702142765","-68,8263412149075",12,1824,192
942,SI,--,SI,--,SI,SI,SI,SI,SI,50028040.0,"-32,8978664693342","-68,7059893326547",12,2207,192
0,--,--,--,SI,--,--,--,SI,SI,50049040.0,"-32,8349236425418","-68,8451652007894",12,2624,233
0,--,--,--,--,SI,--,--,SI,SI,50049040.0,"-32,8219","-68,8964",12,2625,233
128,--,--,--,--,--,--,--,--,--,50049080.0,"-32,8190384814445","-69,7097346552796",12,2750,233
126,--,--,--,--,SI,--,--,SI,SI,50049090.0,"-32,8198835580194","-69,9250020499226",12,2830,233
18,--,--,--,--,--,--,--,--,--,50049100.0,"-32,8488063589156","-69,7763007026825",12,2878,233
0,--,--,--,--,--,--,--,SI,SI,50049040.0,"-32,9869460291704","-68,9485091767272",12,3296,233
3810,SI,--,SI,SI,--,--,SI,SI,SI,50049110.0,"-32,595534534037","-69,3582053741335",12,3478,233
516,--,--,--,--,--,SI,SI,--,SI,50056150.0,"-32,675527945267","-68,6462113031921",12,11,234
266,--,--,--,--,--,--,--,--,--,50056010.0,"-32,6727794218396","-68,5922473767644",12,323,234
163,--,--,--,--,--,--,--,--,--,50056020.0,"-32,6740793089036","-68,6692696211749",12,393,234
0,--,--,--,--,--,--,--,--,--,50056040.0,"-32,6735728612892","-68,3840802981371",12,399,234
136,--,--,--,--,--,--,--,--,--,50056030.0,"-32,6969328275291","-68,5506213221534",12,404,234
392,--,--,--,--,--,--,SI,--,--,50056040.0,"-32,8128590043094","-68,6835373227479",12,405,234
290,--,--,--,--,--,--,--,--,--,50056050.0,"-32,6111088672137","-68,5714746331489",12,409,234
831,--,--,--,--,--,--,--,--,--,50056060.0,"-32,7153965740662","-68,6584021819475",12,423,234
73,SI,--,--,--,--,--,SI,--,--,50056070.0,"-32,6972155730911","-68,3295580099939",12,424,234
211,--,--,--,--,--,--,--,--,--,50056075.0,"-32,7027597161508","-68,3124921903406",12,487,234
2816,--,--,--,SI,--,SI,--,SI,SI,50056080.0,"-32,7568943573314","-68,4085951866641",12,1049,234
90,--,--,--,--,--,--,--,--,--,50056090.0,"-32,7813088245414","-68,5336830930131",12,1283,234
362,--,--,--,--,--,SI,--,--,--,50056100.0,"-32,7623132216047","-68,6476011792189",12,1341,234
288,--,--,--,--,--,SI,--,--,--,50056110.0,"-32,6824002043157","-68,3268969073829",12,1707,234
684,--,--,--,--,--,SI,--,--,--,50056120.0,"-32,6125410510042","-68,6790408967958",12,1768,234
422,--,--,--,--,--,SI,--,--,--,50056130.0,"-32,7274623415005","-68,6602319575528",12,1769,234
2147,SI,--,--,SI,--,SI,SI,SI,SI,50063010.0,"-33,1173844439975","-68,8960235351828",12,46,253
0,--,--,--,--,--,--,--,SI,SI,50063060.0,"-33,0649388173829","-68,8877014932113",12,321,253
371,--,--,--,SI,--,SI,--,--,SI,50063020.0,"-33,0753282280469","-68,9250404043338",12,449,253
636,SI,--,--,--,--,SI,SI,SI,SI,50063030.0,"-33,0367104413315","-69,1159068278817",12,593,253
0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,"-32,9776578285745","-68,8524394649607",12,577,253
0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,"-32,9899032062811","-68,8913679185275",12,579,253
297,--,--,--,SI,--,SI,--,SI,SI,50063040.0,"-33,0705184504059","-68,9343214868201",12,1047,253
0,--,--,--,--,--,--,--,--,--,50063050.0,"-32,9551111218674","-69,281192394514",12,1206,253
344,--,--,--,--,--,SI,--,--,SI,50063050.0,"-33,3037433557192","-68,7554951968491",12,1209,253
297,--,--,--,--,--,SI,SI,--,--,50063060.0,"-32,8994781760003","-69,3336484431929",12,1316,253
0,--,--,--,SI,--,SI,--,--,--,50063060.0,"-32,9609713860174","-68,8723323876365",12,1963,253
0,--,--,--,--,--,--,--,--,--,50063050.0,"-32,9551111218674","-69,281192394514",12,2054,253
827,SI,--,SI,--,--,SI,SI,--,SI,50063070.0,"-33,0343953638207","-68,9757201428593",12,2063,253
450,--,--,--,--,--,SI,SI,--,--,50063080.0,"-33,0058788620171","-69,2764002200338",12,2124,253
0,--,--,--,--,--,--,--,SI,SI,50063050.0,"-32,8990128008468","-69,3340868979844",12,2220,253
0,--,--,--,SI,--,--,--,SI,SI,50028030.0,"-32,8749826070419","-68,8287743942338",12,2585,192
7524,SI,--,SI,--,--,SI,SI,SI,SI,50028050.0,"-32,8596996528436","-68,6889630695891",12,2829,192
0,--,--,--,SI,SI,--,--,SI,SI,50028010.0,"-32,9233876380597","-68,7484037679985",12,2909,192
0,--,--,--,SI,--,--,--,SI,SI,50028050.0,"-32,9176425793206","-68,8127477726945",12,3032,192
0,--,--,--,SI,--,--,--,SI,SI,50028030.0,"-32,887910080091","-68,8336077167937",12,3137,192
0,--,--,--,--,--,--,--,SI,SI,50028030.0,"-32,9010420892697","-68,8031458310547",12,3487,192
0,--,--,--,--,--,--,--,--,--,50035050.0,"-33,15452764","-68,35591009",12,22,212
594,SI,--,SI,SI,--,SI,SI,SI,SI,50035010.0,"-33,1247748459194","-68,4208925887498",12,1705,212
6324,SI,--,SI,SI,--,SI,SI,SI,SI,50035020.0,"-33,1450869905894","-68,4921156012444",12,1808,212
9403,--,--,--,SI,SI,SI,--,SI,SI,50035030.0,"-33,0927994762934","-68,4874957269843",12,1875,212
4572,SI,--,SI,--,--,SI,SI,SI,SI,50035040.0,"-33,1010405156356","-68,567527971482",12,2183,212
817,--,--,--,--,--,SI,--,--,--,50035050.0,"-33,1762912284126","-68,6231695474222",12,2396,212
894,--,--,--,--,--,SI,SI,--,--,50035060.0,"-33,2032507142375","-68,3832295478144",12,2689,212
751,--,--,--,--,--,SI,SI,--,SI,50035070.0,"-33,1211519220358","-68,6046800215005",12,2988,212
424,--,--,--,--,--,--,SI,SI,SI,50042010.0,"-33,4052265769401","-67,1641664357197",12,1114,221
7872,SI,--,--,SI,--,--,SI,SI,SI,50042020.0,"-33,4610193184125","-67,5595785270435",12,1946,221
311,--,--,--,--,--,--,--,--,--,50042030.0,"-33,4645156410531","-67,6055785043576",12,3554,221
555,--,--,--,--,--,--,SI,--,--,50049010.0,"-33,0355485376289","-69,0065315897085",12,549,233
5103,--,--,--,--,--,--,--,--,SI,50049040.0,"-32,7248779288865","-68,9085584856171",12,646,233
0,--,--,--,SI,--,--,--,SI,SI,50049040.0,"-32,8327487536079","-68,7957179005563",12,1182,233
0,--,--,--,--,--,--,--,SI,SI,50049040.0,"-32,8069208013923","-68,7772864976942",12,1195,233
0,--,--,--,SI,--,--,--,--,--,50049040.0,"-32,8187507127469","-68,9164320667614",12,1168,233
0,--,--,--,SI,--,--,--,SI,SI,50049040.0,"-32,8468358627701","-68,8191474531696",12,1169,233
0,--,--,--,SI,--,--,--,SI,--,50049040.0,"-32,7650499892594","-68,7913047281368",12,1170,233
0,--,--,--,SI,--,--,--,SI,SI,50049040.0,"-32,8555537707294","-68,8280317752065",12,1172,233
804,--,--,--,--,--,--,SI,SI,SI,50049030.0,"-32,5843190924112","-68,6808088140348",12,1768,233
0,--,--,--,--,--,--,--,SI,SI,50049040.0,"-32,8444580470853","-68,8646206504362",12,1868,233
8,--,--,--,--,--,--,--,SI,SI,50049040.0,"-32,8079619437825","-70,0851824266087",12,2066,233
189067,SI,SI,SI,SI,SI,SI,SI,SI,SI,50049050.0,"-32,8499236875213","-68,8452567330483",12,2076,233
2,--,--,--,--,--,--,--,--,--,50049060.0,"-32,8369504266306","-69,853921289708",12,2235,233
607,--,--,SI,--,SI,SI,SI,--,SI,58084010.0,"-37,8741211534774","-71,0537792468958",14,727,443
1,--,--,--,--,--,SI,SI,--,--,58084020.0,"-37,8191699254756","-71,0991107043764",14,1003,443
