Año,Trimestre,id_Provincia,<0.512 mbps,0.512 - 1 Mbps,1 - 6 Mbps,6 - 10 Mbps,10 - 20 Mbps,20 - 30 Mbps,>=30 Mbps,Otros,Total,Total2,Diferencia
2015,2,11,100,4082,9093,268,6410,0,3,0,16509,19956,-3447
2015,2,12,2680,260,170451,420,160,50,13,0,170821,174034,-3213
2015,2,13,9580,1036,51671,15022,10072,4080,33,0,88524,91494,-2970
2015,2,14,1755,2348,82727,2140,5168,20,110,0,92324,94268,-1944
2015,2,15,3413,4525,87362,970,324,10,51,0,98689,96655,2034
2015,2,16,1123,1302,64737,16241,3114,290,5,0,98269,86812,11457
2015,2,17,80,4100,51568,0,0,0,2,0,51988,55750,-3762
2015,2,18,90,40,13204,0,0,10,2,0,13220,13346,-126
2015,2,19,2100,250,25519,20,0,0,0,0,25756,27889,-2133
2015,2,20,6827,86016,364441,53205,33894,1856,1014,0,547253,547253,0
2015,2,21,7030,8779,23456,5553,8880,0,0,0,39379,53698,-14319
2015,2,22,150,2850,36073,20,0,0,0,0,36375,39093,-2718
2015,2,23,1070,25178,83462,26966,4502,4550,0,0,140670,145728,-5058
2015,1,0,8882,123589,2267852,22007,126958,1561,5700,0,2754612,2556549,198063
2015,1,1,2545,59084,1013510,134151,114569,1195,8401,0,1333455,1333455,0
2015,1,2,130,7634,13754,3202,5170,90,1,0,25130,29981,-4851
2015,1,3,260,12053,47425,15883,5346,4890,135,0,81357,85992,-4635
2015,1,4,6510,6176,57333,1020,0,0,0,0,64262,71039,-6777
2015,1,5,1570,78427,432802,46574,37443,1615,815,0,597833,599246,-1413
2015,1,6,360,13295,47842,15554,4424,2350,98,0,81484,83923,-2439
2015,1,7,2867,23951,104168,28113,6926,2740,119,0,166418,168884,-2466
2015,1,8,1891,7336,14413,2024,8780,1570,1,0,26700,36015,-9315
2015,1,9,2458,9754,19858,3939,6030,0,0,0,36612,42039,-5427
2015,1,10,6059,8054,45038,260,100,130,10,0,59210,59651,-441
2015,1,11,110,4201,9379,2207,5330,0,3,0,16334,21230,-4896
2015,1,12,2870,240,169763,380,160,60,11,0,170145,173484,-3339
2015,1,13,9580,11136,51906,12387,8543,1940,26,0,85150,95518,-10368
2015,1,14,1895,2577,80787,1700,4067,20,76,0,89574,91122,-1548
2015,1,15,3371,4913,86173,940,2632,20,42,0,97227,98091,-864
2015,1,16,1123,14151,64992,13955,2569,150,5,0,96810,96945,-135
2015,1,17,80,4450,51346,0,0,0,2,0,51801,55878,-4077
2015,1,18,100,80,12720,0,10,0,2,0,12741,12912,-171
2015,1,19,2050,270,26048,20,0,0,0,0,26282,28388,-2106
2015,1,20,6883,93096,360964,4527,27597,1542,900,0,536252,495509,40743
2015,1,21,7010,9236,23136,4796,7480,0,0,0,38617,51658,-13041
2015,1,22,140,6090,36319,20,0,0,0,0,36944,42569,-5625
2015,1,23,1070,27143,83895,23061,3722,3340,0,0,138262,142231,-3969
2014,4,0,8226,132937,2250445,20362,104322,9970,5406,0,2705954,2531668,174286
2014,4,1,2698,62896,1038269,123451,95772,8900,7997,0,1331972,1339983,-8011
2014,4,2,210,8047,14093,291,4210,0,1,0,25493,26852,-1359
2014,4,3,4830,12837,42106,7908,26,1240,2,0,66060,68949,-2889
2014,4,4,1858,6218,60392,700,0,0,0,0,68538,69168,-630
2014,4,5,1903,85362,427844,41947,30858,1177,782,0,589873,589873,0
2014,4,6,400,1386,42182,7513,2106,0,9,0,65710,53596,12114
2014,4,7,2311,27801,88649,18318,3584,10,66,0,140730,140739,-9
2014,4,8,1947,783,14058,1852,4730,470,1,0,26208,23841,2367
2014,4,9,188,10427,19740,3443,4650,0,0,0,35955,38448,-2493
2014,4,10,6266,6879,36520,260,50,40,10,0,49710,50025,-315
2014,4,11,90,4333,9728,1943,3860,0,3,0,16402,19957,-3555
2014,4,12,3030,190,169222,360,140,50,12,0,169611,173004,-3393
2014,4,13,5470,1184,53093,8731,2952,540,12,0,77229,71982,5247
2014,4,14,1731,2744,80938,1260,3621,20,66,0,89228,90380,-1152
2014,4,15,364,4723,85094,940,2319,40,30,0,95904,93510,2394
2014,4,16,540,16214,63221,12552,1922,0,4,0,93967,94453,-486
2014,4,17,110,4780,51628,0,0,0,2,0,52119,56520,-4401
2014,4,18,90,0,13135,0,0,10,2,0,13147,13237,-90
2014,4,19,1560,14,24145,10,10,0,0,0,25703,25739,-36
2014,4,20,8707,99962,359293,36718,21098,8690,824,0,527471,535292,-7821
2014,4,21,1246,8913,24181,4359,6020,0,0,0,39301,44719,-5418
2014,4,22,120,2830,31489,20,0,0,0,0,31786,34459,-2673
2014,4,23,170,28746,85091,20631,2733,1960,0,0,137414,139331,-1917
2014,3,0,7355,128187,2281524,156693,68947,2430,4232,0,2647181,2649368,-2187
2014,3,1,8400,78016,1060145,10217,70907,950,6626,0,1318799,1235261,83538
2014,3,2,190,8845,13790,1915,1110,0,0,0,24680,25850,-1170
2014,3,3,3980,14731,41934,5428,1274,50,0,0,63770,67397,-3627
2014,3,4,2013,6281,60771,340,0,0,0,0,69099,69405,-306
2014,3,5,6600,98992,435692,28992,18888,840,664,0,583972,590668,-6696
2014,3,6,210,15448,41717,5181,1172,0,0,0,63539,63728,-189
2014,3,7,1709,2971,91450,12569,131,0,48,0,136796,108878,27918
2014,3,8,2001,8323,14202,1324,850,0,0,0,25935,26700,-765
2014,3,9,1270,10979,20216,2305,820,0,0,0,33709,35590,-1881
2014,3,10,6458,6645,41009,240,50,40,10,0,54155,54452,-297
2014,3,11,100,4785,9720,1337,610,0,0,0,15913,16552,-639
2014,3,12,350,0,167763,310,120,130,1,0,167855,168674,-819
2014,3,13,6400,13637,53510,5928,1606,0,1,0,75322,81082,-5760
2014,3,14,1522,3099,80090,1070,2865,100,27,0,87720,88773,-1053
2014,3,15,364,5189,86868,870,1944,80,9,0,97745,95324,2421
2014,3,16,7320,17481,66026,8314,3880,0,0,0,92941,103021,-10080
2014,3,17,80,4870,51276,0,0,0,0,0,51771,56226,-4455
2014,3,18,80,0,13029,0,0,30,0,0,13040,13139,-99
2014,3,19,1950,1624,24248,10,10,0,0,0,26069,27842,-1773
2014,3,20,823,112593,357615,23962,12124,380,806,0,515368,508303,7065
2014,3,21,7910,9914,23826,2867,1420,0,0,0,37540,45937,-8397
2014,3,22,120,3360,32348,20,0,0,0,0,32698,35848,-3150
2014,3,23,60,32716,84668,14101,5590,40,0,0,132054,137175,-5121
2014,2,0,6902,162274,2288772,140226,56549,2840,4309,0,2659316,2661872,-2556
2014,2,1,8470,81431,1078213,87359,56004,590,6427,0,1310340,1318494,-8154
2014,2,2,190,8844,13794,1915,1110,0,0,0,24683,25853,-1170
2014,2,3,4120,14854,41530,5418,1085,50,0,0,63304,67057,-3753
2014,2,4,2064,6582,61868,0,0,0,0,0,70514,70514,0
2014,2,5,2105,101598,429536,28698,14824,760,627,0,577464,578148,-684
2014,2,6,200,15563,41219,5199,9560,0,0,0,62957,71741,-8784
2014,2,7,2187,32781,86757,12564,1162,0,44,0,135495,135495,0
2014,2,8,2032,8218,13944,1321,850,0,0,0,25600,26365,-765
2014,2,9,1873,11233,18851,2305,820,0,0,0,34344,35082,-738
2014,2,10,7032,6761,34089,180,50,40,10,0,47919,48162,-243
2014,2,11,100,4785,9719,1337,610,0,0,0,15912,16551,-639
2014,2,12,350,60,166710,310,100,50,10,0,166807,167590,-783
2014,2,13,5400,13644,53245,5924,1334,20,0,0,74689,79567,-4878
2014,2,14,1531,3206,79087,920,2289,20,30,0,86237,87083,-846
2014,2,15,3468,5507,84978,780,1569,20,8,0,95610,96330,-720
2014,2,16,530,18818,64440,8293,3880,0,0,0,91992,95961,-3969
2014,2,17,100,5070,51129,0,0,0,0,0,51646,56299,-4653
2014,2,18,70,0,13045,0,0,10,2,0,13055,13127,-72
2014,2,19,1530,1637,25374,20,0,0,0,0,27166,28561,-1395
2014,2,20,8515,115197,353559,23939,10058,340,792,0,512094,512400,-306
2014,2,21,1231,9914,23842,2867,1420,0,0,0,37996,39274,-1278
2014,2,22,120,3340,31198,20,0,0,0,0,31546,34678,-3132
2014,2,23,60,32714,84675,14101,5590,40,0,0,132059,137180,-5121
2014,1,0,8469,171244,2279875,121787,38923,2060,4037,0,2624542,2626395,-1853
2014,1,1,8520,88826,1096050,70293,38798,550,6208,0,1301081,1309245,-8164
2014,1,2,190,9147,13330,1672,640,0,0,0,24232,24979,-747
2014,1,3,4380,15849,40869,4644,7410,50,0,0,62546,73202,-10656
2014,1,4,7452,100,61329,0,0,0,0,0,68791,68881,-90
2014,1,5,2076,107705,423114,24112,9818,400,588,0,567453,567813,-360
2014,1,6,200,16357,40742,4486,6300,0,0,0,62235,68085,-5850
2014,1,7,2177,35206,85248,10828,7460,0,43,0,134248,140962,-6714
2014,1,8,2062,8475,13685,1133,670,0,0,0,25422,26025,-603
2014,1,9,1832,11498,18415,2002,560,0,0,0,33803,34307,-504
2014,1,10,7434,6535,32501,170,50,40,10,0,46506,46740,-234
2014,1,11,100,5111,9390,1165,350,0,0,0,15711,16116,-405
2014,1,12,350,60,166655,190,100,60,9,0,166740,167424,-684
2014,1,13,5450,1446,52852,5139,9580,0,0,0,73954,74467,-513
2014,1,14,4133,9870,77148,840,1582,20,22,0,83958,93615,-9657
2014,1,15,467,4618,84304,730,1062,10,8,0,94736,91199,3537
2014,1,16,530,19677,64061,7192,3140,0,0,0,91297,94600,-3303
2014,1,17,5310,20,51056,0,0,0,0,0,51589,56386,-4797
2014,1,18,70,30,12544,0,10,0,2,0,12557,12656,-99
2014,1,19,1610,1625,24972,10,10,0,0,0,26760,28227,-1467
2014,1,20,8456,124468,345225,20328,6845,230,668,0,506013,506220,-207
2014,1,21,1234,10531,22817,2422,1090,0,0,0,37113,38094,-981
2014,1,22,120,6070,30902,60,0,0,0,0,31527,37152,-5625
2014,1,23,60,34672,83210,11779,3620,30,0,0,130032,133371,-3339
